Год выпуска,КПП,Мощность,Объём,Привод,Пробег,Руль,Тип кузова,Топливо,Цвет,Цена
2016.0,автомат,249.0,3.0,постоянный полный,32000.0,левый,кроссовер,дизель,синий,71885.0
2009.0,автомат,306.0,3.0,постоянный полный,163400.0,левый,кроссовер,бензин,красный,18493.0
2016.0,автомат,258.0,3.0,постоянный полный,20380.0,левый,кроссовер,дизель,белый,92171.0
2010.0,автомат,407.0,4.4,постоянный полный,94657.0,левый,кроссовер,бензин,черный,27542.0
2016.0,автомат,249.0,3.0,постоянный полный,56057.0,левый,кроссовер,дизель,черный,55515.0
2017.0,автомат,249.0,3.0,постоянный полный,1.0,левый,кроссовер,дизель,серый,75942.0
2017.0,автомат,249.0,3.0,постоянный полный,1.0,левый,кроссовер,дизель,черный,75936.0
2017.0,автомат,313.0,3.0,постоянный полный,1.0,левый,кроссовер,дизель,черный,81852.0
2017.0,автомат,313.0,3.0,постоянный полный,1.0,левый,кроссовер,дизель,белый,81855.0
2017.0,автомат,313.0,3.0,постоянный полный,1.0,левый,кроссовер,дизель,серый,81853.0
2017.0,автомат,306.0,3.0,постоянный полный,1.0,левый,кроссовер,бензин,черный,73083.0
2010.0,автомат,286.0,3.0,постоянный полный,187253.0,левый,кроссовер,дизель,белый,23085.0
2005.0,механика,135.0,2.3,задний,124000.0,,седан,бензин,серебряный,2500.0
2017.0,автомат,306.0,3.0,постоянный полный,2725.0,левый,кроссовер,бензин,черный,67692.0
2011.0,автомат,235.0,3.0,постоянный полный,188000.0,левый,кроссовер,дизель,черный,23125.0
2017.0,автомат,249.0,3.0,постоянный полный,1053.0,левый,кроссовер,дизель,белый,69895.0
2010.0,автомат,306.0,3.0,постоянный полный,78508.0,левый,кроссовер,дизель,черный,27526.0
2017.0,автомат,249.0,3.0,постоянный полный,2985.0,левый,кроссовер,дизель,черный,74865.0
2011.0,автомат,306.0,3.0,постоянный полный,82741.0,левый,кроссовер,бензин,черный,23229.0
2003.0,механика,170.0,2.4,передний,190000.0,левый,универсал,бензин,темно-синий,4200.0
2001.0,автомат,,1.0,постоянный полный,,правый,минивэн / бус,бензин,,6000.0
1994.0,механика,115.0,2.0,передний,,левый,хэтчбек,бензин,,3500.0
2004.0,автомат,160.0,2.4,передний,115000.0,правый,минивэн / бус,бензин,белый жемчуг,5900.0
2001.0,автомат,,1.3,передний,,правый,хэтчбек,бензин,белый,2950.0
2003.0,автомат,238.0,4.7,постоянный полный,200000.0,левый,внедорожник / пикап,бензин,белый жемчуг,17700.0
2012.0,автомат,309.0,4.6,постоянный полный,95000.0,левый,внедорожник / пикап,бензин,черный,41900.0
1998.0,автомат,,2.3,передний,,левый,минивэн / бус,бензин,серебряный,3500.0
2005.0,механика,81.0,1.6,передний,,,седан,бензин,бежевый,2500.0
2012.0,автомат,190.0,2.4,полный подключаемый,,левый,кроссовер,бензин,серебряный,19000.0
1993.0,автомат,136.0,2.0,задний,126000.0,левый,седан,бензин,белый жемчуг,2600.0
1998.0,механика,150.0,2.0,задний,,левый,седан,бензин,черный,3600.0
1996.0,автомат,150.0,2.3,задний,220000.0,левый,седан,бензин,серебряный,4000.0
2001.0,механика,,2.0,передний,,левый,минивэн / бус,,синий,3500.0
2015.0,автомат,272.0,4.5,постоянный полный,,,внедорожник / пикап,дизель,белый жемчуг,90000.0
2008.0,автомат,367.0,5.7,постоянный полный,57000.0,левый,внедорожник / пикап,бензин,серебряный,35500.0
2017.0,автомат,309.0,4.6,постоянный полный,5000.0,,внедорожник / пикап,бензин,черный,88000.0
2011.0,автомат,388.0,5.5,постоянный полный,62000.0,,внедорожник / пикап,бензин,черный,60000.0
2000.0,автомат,306.0,5.0,задний,200000.0,левый,седан,бензин,серебряный,5800.0
2013.0,автомат,435.0,4.7,постоянный полный,40000.0,,внедорожник / пикап,бензин,белый жемчуг,58000.0
2011.0,автомат,367.0,5663.0,постоянный полный,144000.0,левый,внедорожник / пикап,бензин,черный,42000.0
2014.0,автомат,409.0,6.2,постоянный полный,65000.0,левый,внедорожник / пикап,бензин,черный,75000.0
2002.0,механика,,1.8,передний,,левый,универсал,дизель,синий,2000.0
2014.0,автомат,296.0,4.6,постоянный полный,70000.0,левый,внедорожник / пикап,бензин,черный,45000.0
2004.0,вариатор,,2.4,передний,118000.0,правый,минивэн / бус,бензин,белый жемчуг,6000.0
2006.0,автомат,320.0,5.6,полный подключаемый,,левый,внедорожник / пикап,бензин,черный,16000.0
2003.0,автомат,95.0,1.7,передний,,левый,хэтчбек,дизель,черный,3300.0
2004.0,автомат,182.0,3.3,постоянный полный,,левый,внедорожник / пикап,бензин,серебряный,8500.0
2003.0,,157.0,2.4,передний,18000.0,,седан,,серый,8300.0
2002.0,автомат,180.0,2.5,передний,200.0,левый,универсал,дизель,мокрый асфальт,4000.0
1995.0,механика,,2.0,передний,200.0,левый,универсал,бензин,белый,4300.0
2004.0,,,1.0,передний,,,хэтчбек,,серебряный,3200.0
2005.0,механика,140.0,2.2,постоянный полный,,левый,кроссовер,дизель,темно-синий,9200.0
1986.0,механика,90.0,1.8,передний,250000.0,левый,универсал,бензин,белый жемчуг,928.0
2003.0,автомат,75.0,1.4,передний,130000.0,правый,хэтчбек,бензин,серебряный,3600.0
2003.0,механика,80.0,1.2,передний,,левый,минивэн / бус,бензин,желтый,2571.0
2005.0,механика,109.0,2.0,передний,161.0,левый,хэтчбек,дизель,черный,6500.0
1997.0,автомат,231.0,3.2,задний,,левый,седан,газ-бензин,черный,5200.0
2005.0,механика,,1.6,задний,66000.0,левый,седан,бензин,темно-синий,1714.0
2006.0,механика,212.0,4.0,задний,33000.0,левый,кабриолет,бензин,серый,25000.0
1990.0,,,1.8,передний,,левый,седан,,,1285.0
2008.0,автомат,276.0,3.5,постоянный полный,150000.0,,кроссовер,бензин,дипломат,17500.0
2005.0,типтроник,200.0,2.4,передний,,правый,минивэн / бус,бензин,синий,5500.0
1994.0,автомат,192.0,2.5,задний,239000.0,левый,седан,бензин,серебряный,6000.0
2005.0,автомат,152.0,2.4,передний,,левый,седан,бензин,черный,9800.0
2002.0,механика,95.0,2.1,передний,2420000.0,левый,минивэн / бус,дизель,синий,5000.0
2005.0,механика,129.0,1.8,передний,175.0,левый,седан,бензин,черный,7000.0
2000.0,автомат,,3.0,,222222.0,левый,внедорожник / пикап,бензин,,7300.0
1999.0,механика,88.0,1.5,передний,,левый,хэтчбек,бензин,красный,2800.0
2004.0,автомат,200.0,2.4,передний,,правый,минивэн / бус,бензин,баклажан,6200.0
2008.0,механика,150.0,2.1,задний,,левый,минивэн / бус,дизель,белый,18000.0
2006.0,,,4.6,,,левый,седан,бензин,,14444.0
2008.0,автомат,238.0,4.7,постоянный полный,,левый,внедорожник / пикап,бензин,,24999.0
2007.0,автомат,272.0,3.5,задний,,левый,седан,бензин,черный,11500.0
2001.0,автомат,279.0,4.3,задний,175.0,левый,седан,бензин,темно-синий,7900.0
2003.0,автомат,105.0,1.6,передний,87000.0,правый,хэтчбек,бензин,серебряный,4285.0
2003.0,автомат,,5.5,,,,седан,бензин,черный,7666.0
2010.0,автомат,296.0,4.6,постоянный полный,,левый,внедорожник / пикап,бензин,,32999.0
1997.0,автомат,,5.4,,,левый,седан,,черный,2777.0
2004.0,,170.0,2.4,передний,174.0,,кроссовер,,дипломат,9800.0
2002.0,автомат,,2.0,задний,,левый,седан,бензин,зеленый,5000.0
2007.0,,,5.5,,,левый,седан,бензин,черный,15700.0
2015.0,автомат,249.0,3.5,передний,70000.0,левый,седан,бензин,,25500.0
2000.0,автомат,,4.3,,,левый,седан,бензин,зеленый,62222.0
2005.0,автомат,,3.3,,,левый,кроссовер,бензин,черный,12900.0
2007.0,автомат,,3.7,,,левый,седан,бензин,черный,16000.0
2001.0,автомат,,4.3,,,,седан,бензин,голубой,4700.0
2003.0,автомат,,4.7,,,левый,внедорожник / пикап,газ-бензин,белый,17222.0
2004.0,автомат,,3.0,,,левый,седан,бензин,синий,6700.0
1999.0,автомат,,2.3,передний,1.0,левый,минивэн / бус,бензин,синий,3500.0
2002.0,механика,22.0,22.0,полный подключаемый,359040.0,левый,внедорожник / пикап,дизель,черный,5200.0
2001.0,механика,,2.2,,,левый,седан,бензин,черный,3555.0
2001.0,механика,18.0,18.0,передний,359040.0,левый,седан,бензин,бордовый,3600.0
1999.0,автомат,220.0,3.5,полный подключаемый,,правый,внедорожник / пикап,бензин,белый,4000.0
1998.0,механика,,4.0,задний,300000.0,левый,минивэн / бус,дизель,белый,8000.0
2000.0,автомат,223.0,3.0,постоянный полный,,левый,кроссовер,бензин,черный,7800.0
,автомат,,,задний,245644.0,левый,седан,бензин,,3700.0
2000.0,автомат,170.0,2.6,задний,185000.0,левый,седан,бензин,темно-синий,6000.0
1999.0,автомат,,2.8,задний,1111.0,левый,седан,,серый,3500.0
2001.0,автомат,,2.0,передний,,правый,седан,бензин,белый жемчуг,3800.0
2018.0,автомат,181.0,2.5,,2000.0,левый,седан,бензин,белый жемчуг,37000.0
1999.0,автомат,136.0,2.0,задний,361000.0,левый,седан,бензин,серебряный,4500.0
2005.0,автомат,114.0,1.8,передний,152000.0,левый,седан,бензин,серый,5000.0
2005.0,автомат,160.0,2.4,постоянный полный,,левый,кроссовер,бензин,черный,9500.0
2001.0,автомат,,3.0,,,левый,седан,бензин,белый,4444.0
2004.0,,,1.5,,,правый,хэтчбек,бензин,серебряный,3850.0
2004.0,автомат,245.0,3.0,постоянный полный,,левый,седан,бензин,черный,8200.0
2008.0,автомат,,1800.0,,130000.0,левый,внедорожник / пикап,бензин,серебряный,10500.0
2004.0,автомат,,3.0,,,левый,кроссовер,бензин,серебряный,12999.0
2013.0,автомат,,2.5,,,левый,седан,бензин,черный,13999.0
2012.0,автомат,277.0,3.5,полный подключаемый,122755.0,левый,кроссовер,бензин,черный,28324.0
2011.0,автомат,277.0,3.5,полный подключаемый,47223.0,левый,кроссовер,бензин,белый,25609.0
2010.0,автомат,277.0,3.5,полный подключаемый,30500.0,левый,кроссовер,бензин,белый,25145.0
2011.0,автомат,277.0,3.5,полный подключаемый,88620.0,левый,кроссовер,бензин,серебряный,24222.0
2011.0,автомат,277.0,3.5,полный подключаемый,136000.0,левый,кроссовер,бензин,белый,24200.0
2012.0,автомат,277.0,3.5,полный подключаемый,126733.0,левый,кроссовер,бензин,серый,23963.0
2009.0,автомат,306.0,3.5,задний,113000.0,левый,седан,бензин,черный,21000.0
2010.0,автомат,277.0,3.5,полный подключаемый,24099.0,левый,кроссовер,бензин,белый,23400.0
2010.0,автомат,277.0,3.5,полный подключаемый,130158.0,левый,кроссовер,бензин,белый,23333.0
2011.0,автомат,277.0,3.5,полный подключаемый,102047.0,левый,кроссовер,бензин,белый,22999.0
2011.0,автомат,188.0,2.7,передний,69031.0,левый,кроссовер,бензин,белый,22300.0
2005.0,автомат,158.0,2.4,постоянный полный,108000.0,правый,кроссовер,бензин,серебряный,8500.0
2004.0,автомат,163.0,1.8,задний,136000.0,левый,седан,бензин,серебряный,8900.0
2008.0,механика,86.0,1.5,передний,80000.0,левый,седан,бензин,зеленый,2142.0
2010.0,автомат,277.0,3.5,полный подключаемый,167152.0,левый,кроссовер,бензин,белый,21807.0
2009.0,вариатор,249.0,3.5,полный подключаемый,171533.0,левый,кроссовер,,белый,21999.0
2010.0,автомат,277.0,3.5,полный подключаемый,141700.0,левый,кроссовер,бензин,серебряный,21630.0
2010.0,автомат,277.0,3.5,полный подключаемый,143242.0,левый,кроссовер,бензин,серый,21555.0
2012.0,автомат,277.0,3.5,полный подключаемый,79133.0,левый,кроссовер,бензин,черный,25555.0
2002.0,автомат,220.0,3.2,полный подключаемый,150000.0,левый,внедорожник / пикап,дизель,синий,9000.0
2001.0,механика,110.0,2.0,передний,260.0,левый,универсал,дизель,темно-синий,3700.0
1999.0,типтроник,170.0,2.4,задний,180.0,левый,седан,бензин,золотой,4000.0
2004.0,автомат,,1.3,передний,140000.0,правый,хэтчбек,бензин,,4300.0
1998.0,автомат,197.0,2.8,задний,210000.0,левый,седан,газ,черный,350000.0
2002.0,автомат,125.0,2.0,постоянный полный,168000.0,правый,седан,бензин,черный,2700.0
1990.0,механика,90.0,1.6,передний,1770.0,левый,седан,бензин,серый,2428.0
1993.0,автомат,150.0,2.2,задний,329000.0,левый,седан,бензин,серый,3300.0
2002.0,автомат,152.0,2.4,передний,160.0,левый,седан,бензин,зеленый,6500.0
2011.0,автомат,296.0,4.6,постоянный полный,,левый,внедорожник / пикап,бензин,серый,26999.0
2009.0,автомат,179.0,2.5,передний,72000.0,левый,седан,бензин,белый жемчуг,13300.0
2010.0,автомат,,3.0,постоянный полный,,левый,внедорожник / пикап,бензин,черный,23000.0
2018.0,автомат,150.0,2.0,передний,1.0,левый,седан,бензин,черный,27278.0
2018.0,автомат,181.0,2.5,передний,1.0,левый,седан,бензин,черный,28260.0
2010.0,механика,75.0,1.6,задний,22000.0,левый,седан,бензин,белый,2285.0
2018.0,автомат,181.0,2.5,передний,1.0,левый,седан,бензин,черный,33164.0
2002.0,механика,163.0,2.7,постоянный полный,192000.0,левый,внедорожник / пикап,бензин,белый жемчуг,12500.0
2002.0,механика,129.0,1.8,передний,,левый,седан,бензин,золотой,3285.0
2018.0,автомат,203.0,2.5,передний,1.0,левый,седан,бензин,белый,33348.0
2018.0,автомат,181.0,2.5,передний,1.0,левый,седан,бензин,черный,33350.0
2002.0,автомат,230.0,3.0,задний,160000.0,правый,седан,бензин,серый,4800.0
2011.0,механика,126.0,2.5,задний,110000.0,левый,минивэн / бус,дизель,синий,8000.0
2012.0,автомат,306.0,3.0,постоянный полный,88853.0,левый,кроссовер,бензин,белый,29954.0
2012.0,автомат,306.0,3.0,постоянный полный,141350.0,левый,кроссовер,бензин,черный,30097.0
2013.0,механика,123.0,1.6,передний,117000.0,левый,седан,бензин,черный,6900.0
2012.0,автомат,306.0,3.0,постоянный полный,113656.0,левый,кроссовер,бензин,серый,28149.0
2012.0,автомат,245.0,3.0,постоянный полный,103000.0,левый,кроссовер,дизель,белый,30433.0
2012.0,автомат,306.0,3.0,постоянный полный,127016.0,левый,кроссовер,бензин,черный,26152.0
2012.0,автомат,306.0,3.0,постоянный полный,97000.0,левый,кроссовер,дизель,серый,32534.0
2012.0,автомат,245.0,3.0,постоянный полный,146155.0,левый,кроссовер,дизель,черный,29938.0
2000.0,автомат,286.0,4.4,задний,250000.0,левый,седан,бензин,серебряный,6700.0
2012.0,автомат,407.0,4.4,постоянный полный,160000.0,левый,кроссовер,бензин,белый,23548.0
2013.0,автомат,381.0,3.0,постоянный полный,93000.0,левый,кроссовер,дизель,белый,36647.0
2003.0,механика,2500.0,2.5,полный подключаемый,1.0,левый,хэтчбек,бензин,белый,5000.0
2013.0,автомат,306.0,3.0,постоянный полный,49500.0,левый,кроссовер,бензин,белый,35528.0
2013.0,автомат,245.0,3.0,постоянный полный,79000.0,левый,кроссовер,дизель,синий,37326.0
2007.0,механика,150.0,2.1,задний,,левый,минивэн / бус,дизель,,13000.0
2007.0,механика,150.0,2.1,задний,,левый,минивэн / бус,дизель,,13000.0
1997.0,автомат,140.0,2.0,передний,,правый,седан,бензин,серый,2800.0
2013.0,автомат,245.0,3.0,постоянный полный,146000.0,левый,кроссовер,дизель,синий,32869.0
2013.0,автомат,381.0,3.0,постоянный полный,83084.0,левый,кроссовер,дизель,черный,37062.0
2004.0,автомат,132.0,1.8,передний,64000.0,правый,универсал,бензин,серебряный,5500.0
2013.0,автомат,245.0,3.0,постоянный полный,90025.0,левый,кроссовер,дизель,белый,36295.0
2013.0,автомат,245.0,3.0,постоянный полный,79661.0,левый,кроссовер,дизель,черный,36024.0
2013.0,автомат,306.0,3.0,постоянный полный,45432.0,левый,кроссовер,бензин,черный,32967.0
2013.0,автомат,306.0,3.0,постоянный полный,87893.0,левый,кроссовер,бензин,черный,33987.0
2014.0,автомат,306.0,3.0,постоянный полный,25900.0,левый,кроссовер,бензин,белый,40704.0
2005.0,автомат,225.0,3.3,передний,,левый,седан,бензин,,13300.0
1999.0,автомат,160.0,2.0,задний,,правый,седан,бензин,,3200.0
2002.0,автомат,220.0,3.0,постоянный полный,148000.0,правый,кроссовер,бензин,белый жемчуг,7200.0
2014.0,автомат,381.0,3.0,постоянный полный,27967.0,левый,кроссовер,дизель,черный,73740.0
2014.0,автомат,249.0,3.0,постоянный полный,119041.0,левый,кроссовер,дизель,белый,46638.0
2002.0,автомат,170.0,2.2,задний,,левый,седан,бензин,голубой,3900.0
2018.0,автомат,181.0,2.5,передний,1.0,левый,седан,бензин,коричневый,33365.0
2018.0,автомат,181.0,2.5,передний,1.0,левый,седан,бензин,черный,28209.0
2007.0,механика,124.0,1.6,передний,,левый,седан,бензин,белый,8500.0
2018.0,автомат,181.0,2.5,передний,1.0,левый,седан,бензин,черный,31317.0
2001.0,механика,,2.0,задний,,левый,седан,бензин,серебряный,5000.0
2003.0,автомат,137.0,2.0,постоянный полный,110771.0,правый,кроссовер,бензин,вишневый,4700.0
2004.0,автомат,90.0,1.3,передний,164.0,правый,хэтчбек,бензин,оранжевый,3000.0
2001.0,автомат,223.0,3.0,передний,290000.0,левый,кроссовер,бензин,мокрый асфальт,7000.0
2000.0,автомат,200.0,2.5,передний,,правый,седан,бензин,темно-синий,3800.0
,механика,,,передний,,левый,универсал,дизель,,4500.0
,механика,,,передний,,левый,универсал,дизель,,4500.0
,механика,,,передний,,левый,универсал,дизель,,4500.0
,механика,,,передний,,левый,универсал,дизель,,4500.0
,механика,,,передний,,левый,универсал,дизель,,4500.0
,механика,,,передний,,левый,универсал,дизель,,4500.0
,механика,,,передний,,левый,универсал,дизель,,4500.0
,механика,,,передний,,левый,универсал,дизель,,4500.0
,механика,,,передний,,левый,универсал,дизель,,4500.0
,механика,,,передний,,левый,универсал,дизель,,4500.0
,механика,,,передний,,левый,универсал,дизель,,4500.0
,механика,,,передний,,левый,универсал,дизель,,4500.0
,механика,,,передний,,левый,универсал,дизель,,4500.0
,механика,,,передний,,левый,универсал,дизель,,4500.0
,механика,,,передний,,левый,универсал,дизель,,4500.0
2003.0,автомат,,1.0,передний,,правый,хэтчбек,бензин,серебряный,3700.0
2003.0,автомат,138.0,2.0,постоянный полный,250008.0,правый,универсал,бензин,серебряный,4300.0
2004.0,автомат,160.0,2.4,постоянный полный,137.0,правый,внедорожник / пикап,бензин,синий,9100.0
1993.0,автомат,,2.2,,,левый,седан,бензин,,2333.0
1997.0,механика,106.0,1.6,передний,30000.0,левый,седан,бензин,белый,1600.0
2002.0,автомат,223.0,3.0,передний,157.0,левый,кроссовер,бензин,,9800.0
2017.0,,181.0,2.5,передний,15000.0,,седан,,черный,19000.0
2011.0,автомат,367.0,5.7,полный подключаемый,120000.0,левый,внедорожник / пикап,газ-бензин,черный,39999.0
1993.0,механика,174.0,2.8,передний,150000.0,левый,седан,бензин,зеленый,2785.0
2010.0,автомат,,4600.0,постоянный полный,,левый,внедорожник / пикап,бензин,белый,35000.0
2003.0,автомат,109.0,1.5,передний,170.0,правый,хэтчбек,бензин,серебряный,5500.0
1993.0,автомат,105.0,2.0,задний,234500.0,левый,седан,бензин,коричневый,2888.0
2011.0,автомат,367.0,5.7,постоянный полный,,левый,внедорожник / пикап,газ-бензин,черный,39999.0
2002.0,автомат,,1.3,передний,160000.0,левый,хэтчбек,бензин,серебряный,5500.0
1988.0,автомат,136.0,2.3,задний,11111111111.0,левый,седан,бензин,черный,1428.0
2002.0,автомат,,2.2,задний,,левый,универсал,дизель,черный,4700.0
2002.0,автомат,2300.0,2300.0,передний,184000.0,правый,седан,бензин,серый,4800.0
2006.0,автомат,277.0,3.5,передний,,левый,седан,бензин,черный,9500.0
2003.0,автомат,250.0,3.0,передний,1999.0,правый,седан,бензин,черный,5600.0
2000.0,автомат,231.0,3.0,задний,228000.0,левый,седан,бензин,серебряный,3800.0
1999.0,автомат,220.0,3.0,постоянный полный,,правый,кроссовер,бензин,белый,5500.0
2007.0,автомат,273.0,3.7,полный подключаемый,150000.0,левый,кроссовер,бензин,мокрый асфальт,14000.0
2005.0,автомат,,4.0,постоянный полный,225000.0,левый,внедорожник / пикап,бензин,серебряный,25000.0
2001.0,механика,170.0,2.2,задний,200000.0,левый,седан,бензин,серебряный,4300.0
2006.0,автомат,245.0,4.0,полный подключаемый,,левый,внедорожник / пикап,бензин,черный,16800.0
1991.0,механика,150.0,2.6,передний,,левый,седан,бензин,синий,2857.0
1993.0,механика,140.0,1.8,задний,,левый,седан,бензин,серый,1428.0
2008.0,автомат,,2.0,,,левый,кроссовер,бензин,черный,11999.0
2004.0,механика,313.0,2.3,задний,220000.0,левый,минивэн / бус,дизель,белый,8000.0
2002.0,автомат,140.0,2.0,полный подключаемый,,правый,кроссовер,бензин,серый,5200.0
2004.0,типтроник,,1.6,передний,,левый,универсал,бензин,,3600.0
2003.0,механика,,2.5,задний,10000.0,левый,хэтчбек,дизель,белый,5000.0
2005.0,вариатор,155.0,2.0,передний,,правый,минивэн / бус,бензин,темно-синий,5800.0
2008.0,автомат,320.0,3.0,постоянный полный,,левый,кроссовер,дизель,синий,15900.0
2002.0,автомат,152.0,2.4,передний,18058700.0,левый,седан,газ-бензин,белый,7500.0
2002.0,автомат,,5.0,постоянный полный,128000.0,левый,седан,газ-бензин,белый,8500.0
1998.0,автомат,,2.3,передний,180000.0,правый,минивэн / бус,,черный,2650.0
2009.0,механика,184.0,3.0,задний,,,минивэн / бус,дизель,белый,15000.0
2001.0,автомат,,4.0,полный подключаемый,,левый,внедорожник / пикап,газ-бензин,черный,14700.0
2001.0,,,3.0,,,,седан,бензин,серебряный,3800.0
2008.0,механика,136.0,2.5,постоянный полный,,левый,внедорожник / пикап,дизель,серебряный,12000.0
2003.0,автомат,220.0,3.0,полный подключаемый,86000.0,правый,кроссовер,бензин,черный,10500.0
2001.0,автомат,197.0,3.2,задний,,левый,седан,дизель,морская волна,5300.0
2000.0,автомат,150.0,2.0,постоянный полный,,,кроссовер,бензин,белый жемчуг,5300.0
1998.0,автомат,150.0,2.3,передний,270.0,правый,минивэн / бус,бензин,серый,1857.0
2012.0,автомат,184.0,2.5,передний,99000.0,левый,седан,бензин,черный,24600.0
2007.0,автомат,177.0,2.4,передний,154000.0,левый,седан,бензин,серый,7800.0
2000.0,вариатор,,2.0,передний,183000.0,правый,минивэн / бус,бензин,белый,3000.0
2012.0,автомат,282.0,4.0,постоянный полный,,левый,внедорожник / пикап,бензин,белый жемчуг,32000.0
2007.0,автомат,272.0,3.5,постоянный полный,220000.0,левый,кроссовер,бензин,серебряный,11000.0
2007.0,автомат,234.0,4.7,полный подключаемый,11111.0,левый,внедорожник / пикап,бензин,,25800.0
2005.0,автомат,215.0,2.5,постоянный полный,140000.0,правый,седан,бензин,,9000.0
2001.0,автомат,156.0,2.0,передний,24000.0,,минивэн / бус,бензин,белый жемчуг,3200.0
2001.0,механика,,2.4,полный подключаемый,,левый,внедорожник / пикап,бензин,оранжевый,3200.0
2011.0,вариатор,117.0,1.6,передний,72000.0,левый,кроссовер,бензин,бордовый,12500.0
1999.0,автомат,190.0,4.0,постоянный полный,,левый,внедорожник / пикап,бензин,,6500.0
2001.0,автомат,179.0,2.5,передний,,правый,седан,бензин,белый жемчуг,1428.0
2002.0,типтроник,,2.2,задний,165000.0,левый,седан,бензин,синий,3800.0
2008.0,автомат,367.0,5.7,постоянный полный,,левый,внедорожник / пикап,бензин,черный,33900.0
2011.0,,,8.0,,,,хэтчбек,,,7.0
2005.0,автомат,200.0,2.4,передний,185000.0,правый,минивэн / бус,бензин,белый жемчуг,6000.0
1997.0,автомат,135.0,2.0,передний,,правый,минивэн / бус,бензин,,2214.0
2001.0,механика,,2.5,задний,194000.0,левый,седан,бензин,синий,3800.0
1998.0,автомат,,2.0,передний,,левый,седан,бензин,серебряный,3500.0
2003.0,автомат,113.0,1.5,передний,129.0,правый,хэтчбек,бензин,синий,3500.0
2004.0,автомат,,1.6,,,левый,универсал,бензин,серебряный,5200.0
2008.0,автомат,367.0,5.7,постоянный полный,250000.0,левый,внедорожник / пикап,бензин,черный,33000.0
2004.0,механика,90.0,1.5,передний,216000.0,левый,хэтчбек,бензин,голубой,3500.0
2002.0,автомат,150.0,2.3,передний,152111.0,правый,минивэн / бус,газ-бензин,белый жемчуг,5500.0
2003.0,автомат,233.0,3.3,постоянный полный,,левый,кроссовер,газ-бензин,черный,11600.0
2003.0,автомат,,1.5,передний,205124.0,правый,хэтчбек,бензин,белый,3200.0
2003.0,автомат,220.0,3.0,передний,155111.0,правый,кроссовер,бензин,белый жемчуг,10300.0
2004.0,автомат,,2.0,передний,,левый,седан,бензин,черный,9500.0
2005.0,автомат,152.0,2.4,передний,177000.0,левый,седан,бензин,серебряный,10200.0
2002.0,вариатор,86.0,1.3,передний,170000.0,правый,хэтчбек,бензин,белый жемчуг,3650.0
2010.0,автомат,555.0,4.4,постоянный полный,60800.0,левый,кроссовер,бензин,синий,24399.0
2003.0,автомат,160.0,2.4,постоянный полный,,левый,кроссовер,бензин,серебряный,5100.0
2013.0,автомат,555.0,4.4,постоянный полный,86000.0,левый,кроссовер,бензин,белый,32091.0
2003.0,автомат,116.0,2.0,передний,,правый,универсал,бензин,серый,3800.0
2015.0,автомат,555.0,4.4,постоянный полный,23566.0,левый,кроссовер,бензин,черный,80101.0
2005.0,автомат,110.0,1.6,передний,148000.0,левый,седан,бензин,бордовый,7600.0
2015.0,автомат,555.0,4.4,постоянный полный,20689.0,левый,кроссовер,бензин,черный,83505.0
1997.0,автомат,133.0,2.2,передний,218000.0,левый,седан,бензин,,4500.0
2003.0,механика,129.0,1.8,передний,230000.0,левый,седан,бензин,,6000.0
2002.0,автомат,333.0,4.4,задний,,левый,седан,бензин,серебряный,4400.0
2002.0,механика,,1.4,передний,,левый,хэтчбек,бензин,серебряный,5800.0
1998.0,механика,,1.4,передний,,левый,хэтчбек,бензин,зеленый,2714.0
,автомат,,,,,правый,минивэн / бус,бензин,,3400.0
2015.0,автомат,555.0,4.4,постоянный полный,24000.0,левый,кроссовер,бензин,серый,82508.0
2016.0,автомат,555.0,4.4,постоянный полный,24510.0,левый,кроссовер,бензин,белый,91261.0
1995.0,механика,,10.8,,,левый,внедорожник / пикап,дизель,белый,6000.0
2017.0,автомат,555.0,4.4,постоянный полный,4284.0,левый,кроссовер,бензин,белый,110248.0
2006.0,автомат,,4.7,,,левый,внедорожник / пикап,газ-бензин,серый,20700.0
2017.0,автомат,555.0,4.4,постоянный полный,692.0,левый,кроссовер,бензин,черный,105203.0
2001.0,автомат,,3.0,,,левый,седан,бензин,белый,4222.0
2005.0,автомат,152.0,2.4,передний,121000.0,левый,седан,бензин,золотой,12000.0
2006.0,автомат,,,передний,101400.0,левый,кроссовер,бензин,белый жемчуг,17300.0
2001.0,механика,184.0,3.0,задний,,левый,минивэн / бус,дизель,белый,7000.0
2004.0,автомат,,1.0,,135000.0,правый,хэтчбек,,бордовый,4000.0
2003.0,автомат,110.0,1.5,передний,168000.0,правый,хэтчбек,бензин,синий,4300.0
2006.0,вариатор,110.0,1.5,передний,199000.0,правый,хэтчбек,бензин,черный,5000.0
2017.0,автомат,555.0,4.4,постоянный полный,517.0,левый,кроссовер,бензин,черный,116187.0
2018.0,автомат,555.0,4.4,постоянный полный,1.0,левый,кроссовер,бензин,белый,150364.0
2018.0,автомат,555.0,4.4,постоянный полный,1.0,левый,кроссовер,бензин,серый,150403.0
2001.0,автомат,150.0,2.3,передний,190000.0,правый,минивэн / бус,бензин,серебряный,3100.0
1996.0,автомат,394.0,6.0,задний,,левый,седан,бензин,смарагд,2900.0
1992.0,механика,188.0,3.0,передний,,левый,седан,бензин,черный,2500.0
2003.0,механика,91.0,1.5,передний,120.0,левый,хэтчбек,бензин,зеленый,1571.0
